Category,Order Date,Region,Profit,Quantity,Sales
Office Supplies,18/10/2013,East,149,1,316
Office Supplies,18/10/2013,West,7,5,18
Furniture,18/10/2013,West,21,2,121
Office Supplies,18/10/2013,Central,752,7,1928
Technology,18/10/2013,Central,220,3,450
Furniture,19/10/2013,West,-35,5,308
Office Supplies,21/10/2013,West,6,3,19
Office Supplies,21/10/2013,East,1,3,7
Furniture,21/10/2013,Central,-15,1,57
Office Supplies,21/10/2013,Central,8,4,25
Office Supplies,21/10/2013,Central,16,7,51
Furniture,21/10/2013,West,5,4,387
Furniture,21/10/2013,South,18,5,61
Office Supplies,21/10/2013,Central,1,7,21
Technology,21/10/2013,Central,35,6,126
Technology,21/10/2013,Central,52,2,192
Furniture,22/10/2013,East,271,4,1044
Office Supplies,22/10/2013,East,10,4,23
Office Supplies,22/10/2013,East,29,7,105
Office Supplies,22/10/2013,East,0,2,7
Technology,22/10/2013,East,10,6,98
Office Supplies,22/10/2013,South,7,9,112
Office Supplies,22/10/2013,West,2,3,154
Technology,22/10/2013,Central,-9,6,106
Furniture,22/10/2013,East,-231,2,661
Furniture,22/10/2013,South,10,2,46
Office Supplies,22/10/2013,East,4,4,8
Office Supplies,22/10/2013,South,-21,8,29
Office Supplies,22/10/2013,West,29,3,113
Office Supplies,22/10/2013,West,1644,3,4536
Office Supplies,22/10/2013,West,18,6,36
Furniture,22/10/2013,West,12,3,242
Furniture,22/10/2013,West,6,2,20
Office Supplies,22/10/2013,West,6,3,12
Office Supplies,22/10/2013,West,11,3,23
Office Supplies,22/10/2013,West,3,3,341
Technology,22/10/2013,East,-47,8,235
Furniture,23/10/2013,West,31,3,102
Office Supplies,23/10/2013,West,2,3,8
Office Supplies,23/10/2013,West,3,1,7
Furniture,23/10/2013,South,11,4,40
Furniture,23/10/2013,Central,10,5,31
Office Supplies,24/10/2013,West,8,5,17
Furniture,24/10/2013,Central,-12,7,16
Office Supplies,24/10/2013,Central,18,3,55
Office Supplies,24/10/2013,East,178,10,379
Technology,25/10/2013,West,86,1,200
Office Supplies,25/10/2013,Central,5,3,16
Technology,25/10/2013,West,22,2,360
Technology,25/10/2013,West,21,4,100
Technology,25/10/2013,West,162,5,450
Technology,25/10/2013,South,18,3,240
Technology,26/10/2013,South,78,5,784
Furniture,28/10/2013,East,81,14,428
Office Supplies,28/10/2013,East,3,2,10
Office Supplies,28/10/2013,East,13,7,41
Office Supplies,28/10/2013,East,1,2,33
Office Supplies,28/10/2013,West,25,4,67
Furniture,28/10/2013,South,76,1,291
Furniture,28/10/2013,East,19,3,40
Office Supplies,28/10/2013,West,12,4,44
Office Supplies,28/10/2013,West,8,3,25
Furniture,29/10/2013,South,14,3,48
Furniture,29/10/2013,South,0,2,64
Furniture,29/10/2013,South,41,3,165
Furniture,29/10/2013,East,76,5,757
Office Supplies,29/10/2013,South,-30,5,37
Office Supplies,29/10/2013,West,17,3,50
Office Supplies,29/10/2013,West,25,7,51
Office Supplies,29/10/2013,East,5,3,12
Office Supplies,29/10/2013,West,26,6,93
Technology,29/10/2013,West,23,3,302
Office Supplies,29/10/2013,South,-27,5,38
Furniture,29/10/2013,East,38,4,78
Office Supplies,29/10/2013,East,7,1,14
Office Supplies,29/10/2013,East,27,3,57
Office Supplies,29/10/2013,East,16,5,32
Office Supplies,29/10/2013,East,11,8,1082
Office Supplies,29/10/2013,South,-14,4,18
Furniture,30/10/2013,Central,32,5,67
Office Supplies,30/10/2013,West,4,1,12
Office Supplies,30/10/2013,East,3,3,12
Office Supplies,30/10/2013,East,0,3,41
Office Supplies,31/10/2013,East,32,5,115
Office Supplies,31/10/2013,East,10,3,29
Office Supplies,31/10/2013,Central,4,2,12
Office Supplies,31/10/2013,West,1,2,4
Office Supplies,1/11/2013,South,11,6,32
Office Supplies,1/11/2013,West,282,7,1085
Furniture,1/11/2013,Central,81,3,369
Furniture,1/11/2013,West,70,5,1404
Office Supplies,1/11/2013,Central,3,3,12
Office Supplies,1/11/2013,Central,10,3,333
Office Supplies,1/11/2013,Central,6,2,22
Furniture,1/11/2013,East,-14,5,493
Office Supplies,2/11/2013,Central,7,9,112
Office Supplies,2/11/2013,South,118,3,252
Technology,2/11/2013,South,6,2,22
Technology,2/11/2013,Central,18,3,68
Office Supplies,4/11/2013,West,-3,7,4
Technology,4/11/2013,West,-252,3,180
Furniture,4/11/2013,West,-30,2,218
Office Supplies,4/11/2013,West,430,4,1101
Office Supplies,4/11/2013,West,41,7,88
Technology,4/11/2013,West,29,5,83
Furniture,4/11/2013,East,-13,7,470
Office Supplies,4/11/2013,West,2,3,9
Technology,4/11/2013,East,14,1,72
Furniture,4/11/2013,South,9,5,24
Furniture,4/11/2013,South,160,3,843
Office Supplies,4/11/2013,South,3,1,9
Office Supplies,4/11/2013,South,2,3,8
Office Supplies,4/11/2013,South,10,4,20
Office Supplies,4/11/2013,West,14,2,43
Office Supplies,4/11/2013,West,16,12,44
Office Supplies,4/11/2013,West,3,2,9
Office Supplies,4/11/2013,West,5,7,15
Office Supplies,4/11/2013,West,151,3,315
Office Supplies,4/11/2013,West,57,3,116
Office Supplies,4/11/2013,West,9,3,19
Office Supplies,4/11/2013,Central,3,2,9
Office Supplies,4/11/2013,Central,23,2,76
Office Supplies,4/11/2013,Central,13,6,27
Office Supplies,5/11/2013,South,5,3,11
Office Supplies,5/11/2013,West,56,4,193
Furniture,5/11/2013,West,16,7,38
Furniture,5/11/2013,South,-292,10,876
Furniture,5/11/2013,West,-98,3,650
Furniture,5/11/2013,West,-14,1,105
Office Supplies,5/11/2013,South,4,2,45
Office Supplies,5/11/2013,South,-35,2,185
Office Supplies,5/11/2013,West,228,8,629
Office Supplies,5/11/2013,West,17,3,48
Office Supplies,5/11/2013,West,5,1,15
Office Supplies,5/11/2013,West,-4,7,18
Furniture,5/11/2013,Central,-6,3,11
Furniture,5/11/2013,Central,-84,4,66
Furniture,5/11/2013,West,36,3,210
Office Supplies,5/11/2013,West,1,1,4
Office Supplies,5/11/2013,West,3,2,8
Office Supplies,5/11/2013,West,19,6,39
Technology,5/11/2013,West,77,2,686
Furniture,5/11/2013,South,8,6,50
Office Supplies,6/11/2013,Central,4,1,12
Furniture,6/11/2013,South,71,2,274
Furniture,6/11/2013,South,76,5,757
Furniture,6/11/2013,West,10,2,114
Office Supplies,6/11/2013,West,77,3,158
Technology,6/11/2013,South,19,3,90
Technology,6/11/2013,West,13,4,72
Office Supplies,6/11/2013,West,20,2,53
Furniture,6/11/2013,Central,-225,7,957
Furniture,6/11/2013,Central,-160,8,863
Office Supplies,6/11/2013,Central,-20,3,13
Office Supplies,6/11/2013,Central,-6,3,4
Technology,6/11/2013,Central,45,5,172
Technology,6/11/2013,West,53,4,480
Office Supplies,6/11/2013,Central,16,2,40
Office Supplies,6/11/2013,Central,50,5,105
Office Supplies,6/11/2013,Central,25,5,52
Office Supplies,6/11/2013,West,10,5,29
Technology,6/11/2013,East,-16,2,24
Furniture,7/11/2013,South,-29,2,208
Furniture,7/11/2013,South,6,2,36
Office Supplies,7/11/2013,South,31,2,89
Office Supplies,7/11/2013,South,13,2,36
Furniture,7/11/2013,West,-9,2,81
Furniture,7/11/2013,West,26,3,239
Office Supplies,7/11/2013,West,23,3,85
Office Supplies,8/11/2013,East,90,2,277
Office Supplies,8/11/2013,East,0,4,15
Office Supplies,8/11/2013,East,6,2,13
Office Supplies,8/11/2013,East,6,3,117
Office Supplies,8/11/2013,West,12,4,37
Office Supplies,8/11/2013,West,9,4,27
Office Supplies,8/11/2013,West,7,2,15
Office Supplies,8/11/2013,West,3,2,11
Technology,8/11/2013,East,71,4,264
Technology,8/11/2013,East,101,3,360
Office Supplies,8/11/2013,West,10,2,28
Furniture,8/11/2013,Central,-18,5,44
Furniture,8/11/2013,West,6,3,15
Furniture,8/11/2013,West,100,4,1603
Office Supplies,8/11/2013,Central,20,3,314
Office Supplies,8/11/2013,West,20,2,58
Office Supplies,8/11/2013,West,6,2,13
Technology,8/11/2013,East,22,3,120
Technology,8/11/2013,West,163,3,480
Furniture,9/11/2013,South,42,2,262
Furniture,9/11/2013,South,220,3,732
Technology,10/11/2013,West,178,3,480
Furniture,11/11/2013,Central,55,2,342
Office Supplies,11/11/2013,East,11,6,31
Office Supplies,11/11/2013,East,-2,3,39
Office Supplies,11/11/2013,East,-3,5,15
Office Supplies,11/11/2013,West,25,3,70
Office Supplies,11/11/2013,West,42,7,156
Office Supplies,11/11/2013,West,4,4,13
Office Supplies,11/11/2013,West,16,5,32
Technology,11/11/2013,Central,62,2,222
Furniture,11/11/2013,West,192,9,467
Office Supplies,11/11/2013,West,4,1,30
Office Supplies,11/11/2013,West,39,4,130
Office Supplies,11/11/2013,West,4,5,15
Office Supplies,11/11/2013,West,2,3,5
Office Supplies,11/11/2013,West,33,3,68
Office Supplies,11/11/2013,West,29,5,61
Office Supplies,11/11/2013,West,187,4,721
Furniture,11/11/2013,Central,17,2,37
Furniture,11/11/2013,East,30,7,148
Office Supplies,11/11/2013,East,1,1,4
Office Supplies,11/11/2013,Central,39,2,82
Office Supplies,11/11/2013,East,7,1,20
Office Supplies,11/11/2013,East,17,3,50
Office Supplies,11/11/2013,East,29,4,335
Office Supplies,11/11/2013,East,-47,7,70
Office Supplies,11/11/2013,East,3,4,9
Office Supplies,11/11/2013,East,8,3,22
Office Supplies,11/11/2013,East,32,2,90
Office Supplies,11/11/2013,East,2,1,5
Technology,11/11/2013,Central,49,7,280
Technology,11/11/2013,East,220,7,882
Technology,11/11/2013,East,-29,7,179
Technology,11/11/2013,East,-10,7,42
Furniture,11/11/2013,West,3,1,10
Office Supplies,11/11/2013,South,10,7,42
Office Supplies,12/11/2013,Central,1,6,14
Office Supplies,12/11/2013,South,50,3,672
Office Supplies,12/11/2013,South,-7,2,10
Furniture,12/11/2013,West,2,4,7
Furniture,12/11/2013,West,0,3,451
Furniture,12/11/2013,West,11,2,42
Furniture,12/11/2013,East,8,3,246
Office Supplies,12/11/2013,East,21,1,83
Office Supplies,12/11/2013,West,11,11,32
Office Supplies,12/11/2013,East,25,3,93
Office Supplies,12/11/2013,East,17,3,55
Office Supplies,12/11/2013,East,11,3,35
Office Supplies,12/11/2013,East,8,3,28
Technology,12/11/2013,Central,75,2,258
Technology,12/11/2013,East,15,3,60
Technology,12/11/2013,East,6,2,36
Furniture,12/11/2013,Central,-2,2,48
Furniture,12/11/2013,Central,241,6,2679
Technology,12/11/2013,Central,1,4,96
Furniture,13/11/2013,Central,-9,6,23
Furniture,13/11/2013,West,-8,3,674
Office Supplies,13/11/2013,Central,11,2,38
Office Supplies,13/11/2013,Central,6,7,21
Office Supplies,13/11/2013,Central,9,2,17
Office Supplies,13/11/2013,Central,129,8,288
Office Supplies,13/11/2013,Central,9,2,20
Technology,13/11/2013,West,25,3,204
Furniture,13/11/2013,East,-21,7,1475
Furniture,13/11/2013,East,-13,2,449
Furniture,13/11/2013,East,0,9,1537
Office Supplies,13/11/2013,East,33,2,110
Office Supplies,13/11/2013,East,5,6,17
Office Supplies,13/11/2013,West,-5,5,6
Office Supplies,13/11/2013,West,-3,7,4
Technology,13/11/2013,West,2,2,32
Furniture,14/11/2013,Central,13,4,30
Furniture,14/11/2013,West,7,2,20
Office Supplies,14/11/2013,South,6,7,52
Office Supplies,14/11/2013,Central,-5,2,3
Office Supplies,14/11/2013,East,79,7,217
Office Supplies,14/11/2013,West,11,2,44
Office Supplies,14/11/2013,East,39,5,141
Office Supplies,14/11/2013,East,7,2,25
Office Supplies,14/11/2013,East,10,3,37
Office Supplies,14/11/2013,East,20,5,78
Furniture,14/11/2013,West,2,1,4
Office Supplies,14/11/2013,East,7,3,15
Technology,14/11/2013,East,593,4,2280
Office Supplies,15/11/2013,West,3,3,10
Office Supplies,15/11/2013,South,4,2,8
Office Supplies,15/11/2013,South,2,1,5
Technology,15/11/2013,South,115,2,500
Furniture,15/11/2013,East,73,2,408
Office Supplies,15/11/2013,East,11,3,40
Office Supplies,15/11/2013,Central,-4,2,2
Office Supplies,15/11/2013,East,6,1,24
Technology,15/11/2013,East,25,3,90
Technology,15/11/2013,East,4,2,14
Furniture,15/11/2013,East,-22,3,380
Furniture,15/11/2013,East,10,3,49
Office Supplies,15/11/2013,West,3,2,7
Technology,15/11/2013,East,180,4,1200
Furniture,15/11/2013,East,7,4,20
Office Supplies,15/11/2013,East,8,5,16
Furniture,16/11/2013,South,-200,4,630
Office Supplies,16/11/2013,West,13,7,38
Office Supplies,16/11/2013,West,381,1,1017
Technology,16/11/2013,West,27,2,361
Technology,16/11/2013,West,41,3,99
Office Supplies,17/11/2013,West,3,5,8
Office Supplies,17/11/2013,West,13,5,28
Office Supplies,18/11/2013,Central,6,4,15
Office Supplies,18/11/2013,West,13,5,50
Technology,18/11/2013,Central,7,3,67
Office Supplies,18/11/2013,West,3,3,11
Office Supplies,19/11/2013,West,22,5,61
Technology,19/11/2013,South,528,4,1320
Furniture,19/11/2013,Central,-18,6,255
Office Supplies,19/11/2013,Central,1,2,6
Office Supplies,19/11/2013,Central,16,2,49
Office Supplies,19/11/2013,Central,7,2,20
Office Supplies,19/11/2013,West,18,1,68
Technology,19/11/2013,West,95,5,595
Technology,19/11/2013,West,6,1,61
Furniture,19/11/2013,Central,33,2,302
Office Supplies,19/11/2013,Central,56,4,1118
Office Supplies,19/11/2013,East,17,6,104
Office Supplies,20/11/2013,South,6,2,18
Office Supplies,20/11/2013,Central,16,3,55
Furniture,20/11/2013,West,2,2,32
Furniture,20/11/2013,Central,-1,2,2
Office Supplies,20/11/2013,Central,-2,2,1
Office Supplies,20/11/2013,Central,-17,5,11
Office Supplies,20/11/2013,Central,14,3,41
Office Supplies,20/11/2013,Central,22,12,58
Office Supplies,20/11/2013,Central,4,2,10
Office Supplies,20/11/2013,Central,-16,6,101
Office Supplies,20/11/2013,East,5,3,14
Office Supplies,20/11/2013,East,19,4,69
Office Supplies,20/11/2013,East,3,2,65
Technology,20/11/2013,Central,25,5,72
Office Supplies,20/11/2013,East,2,2,9
Office Supplies,20/11/2013,East,21,5,45
Office Supplies,20/11/2013,East,5,6,17
Office Supplies,20/11/2013,East,6,3,18
Office Supplies,21/11/2013,East,-2,2,3
Office Supplies,21/11/2013,East,-11,3,14
Office Supplies,21/11/2013,East,5,3,16
Furniture,21/11/2013,East,-49,3,87
Office Supplies,21/11/2013,Central,7,2,15
Office Supplies,21/11/2013,East,63,3,128
Office Supplies,21/11/2013,East,7,7,19
Office Supplies,21/11/2013,East,6,8,18
Technology,21/11/2013,Central,236,7,945
Technology,21/11/2013,Central,13,1,151
Technology,21/11/2013,West,4,2,28
Technology,21/11/2013,East,54,2,256
Furniture,21/11/2013,South,11,2,290
Office Supplies,21/11/2013,Central,2,1,5
Office Supplies,21/11/2013,Central,4,2,9
Office Supplies,21/11/2013,Central,151,3,315
Office Supplies,21/11/2013,South,4,5,40
Technology,21/11/2013,South,24,4,245
Furniture,21/11/2013,Central,-77,5,318
Furniture,21/11/2013,Central,-3,3,7
Office Supplies,21/11/2013,West,11,12,39
Technology,21/11/2013,Central,46,7,123
Furniture,22/11/2013,East,13,2,114
Office Supplies,22/11/2013,Central,20,7,40
Technology,22/11/2013,Central,109,3,405
Furniture,22/11/2013,East,-9,3,128
Furniture,22/11/2013,East,16,3,78
Furniture,22/11/2013,West,-12,4,195
Office Supplies,22/11/2013,Central,13,1,38
Office Supplies,22/11/2013,Central,2,2,22
Office Supplies,22/11/2013,West,16,5,32
Technology,22/11/2013,Central,2,3,82
Technology,22/11/2013,East,-24,7,30
Office Supplies,22/11/2013,East,6,2,13
Furniture,23/11/2013,East,11,2,40
Office Supplies,23/11/2013,Central,24,3,49
Office Supplies,23/11/2013,East,7,3,21
Office Supplies,23/11/2013,East,4,4,12
Office Supplies,23/11/2013,Central,3,9,24
Office Supplies,23/11/2013,Central,-7,6,4
Office Supplies,23/11/2013,Central,-10,6,6
Office Supplies,23/11/2013,Central,1,1,2
Office Supplies,23/11/2013,East,47,8,134
Technology,23/11/2013,Central,-1,2,24
Furniture,24/11/2013,East,12,7,70
Furniture,24/11/2013,East,4,2,14
Office Supplies,24/11/2013,East,2,5,16
Office Supplies,25/11/2013,Central,2,3,14
Office Supplies,25/11/2013,Central,1,3,4
Office Supplies,25/11/2013,Central,23,3,74
Office Supplies,25/11/2013,Central,4,5,42
Office Supplies,25/11/2013,East,6,4,17
Office Supplies,25/11/2013,East,6,2,12
Office Supplies,25/11/2013,East,3,1,6
Office Supplies,25/11/2013,East,15,3,41
Technology,25/11/2013,Central,-2,2,95
Technology,25/11/2013,Central,-7,3,298
Technology,25/11/2013,East,11,4,88
Technology,25/11/2013,East,-23,5,140
Furniture,25/11/2013,East,85,4,208
Office Supplies,25/11/2013,West,381,5,1220
Office Supplies,25/11/2013,West,8,3,25
Technology,25/11/2013,Central,49,6,658
Office Supplies,25/11/2013,West,8,1,25
Furniture,25/11/2013,West,211,6,1685
Furniture,25/11/2013,South,8,5,340
Office Supplies,25/11/2013,South,4,2,42
Office Supplies,25/11/2013,South,3,4,11
Technology,25/11/2013,West,190,8,560
Technology,25/11/2013,West,218,2,660
Furniture,25/11/2013,West,3,2,10
Furniture,25/11/2013,West,34,3,82
Office Supplies,25/11/2013,East,2,3,4
Technology,25/11/2013,West,3,2,34
Technology,26/11/2013,South,18,2,60
Furniture,26/11/2013,West,19,3,194
Furniture,26/11/2013,Central,329,9,1569
Office Supplies,26/11/2013,Central,8,1,17
Technology,26/11/2013,Central,62,8,160
Office Supplies,26/11/2013,South,20,7,73
Office Supplies,26/11/2013,East,68,4,563
Office Supplies,26/11/2013,South,2,1,5
Technology,26/11/2013,East,118,8,320
Office Supplies,26/11/2013,East,-304,2,457
Technology,26/11/2013,East,12,3,60
Technology,26/11/2013,East,-6600,5,4500
Office Supplies,27/11/2013,East,-58,9,79
Office Supplies,27/11/2013,East,6,2,13
Technology,27/11/2013,East,15,3,60
Office Supplies,27/11/2013,South,46,3,92
Office Supplies,27/11/2013,South,17,5,34
Office Supplies,27/11/2013,South,35,7,71
Office Supplies,27/11/2013,South,-3,4,4
Technology,27/11/2013,South,1459,8,3040
Furniture,27/11/2013,West,160,8,3407
Furniture,27/11/2013,West,298,6,595
Furniture,27/11/2013,East,-120,2,313
Office Supplies,27/11/2013,West,19,2,65
Office Supplies,27/11/2013,West,10,9,37
Technology,27/11/2013,East,-115,3,495
Office Supplies,27/11/2013,Central,4,4,18
Office Supplies,27/11/2013,West,3,2,7
Office Supplies,28/11/2013,Central,-24,2,98
Technology,28/11/2013,West,24,1,272
Technology,28/11/2013,Central,20,6,62
Office Supplies,28/11/2013,East,10,3,35
Office Supplies,28/11/2013,East,38,5,80
Office Supplies,28/11/2013,East,100,5,205
Office Supplies,28/11/2013,East,12,4,26
Office Supplies,28/11/2013,Central,30,6,167
Office Supplies,28/11/2013,Central,70,5,152
Technology,28/11/2013,Central,15,5,35
Office Supplies,28/11/2013,West,4,4,40
Furniture,28/11/2013,East,10,3,32
Furniture,28/11/2013,South,-114,7,331
Technology,28/11/2013,South,15,1,117
Furniture,29/11/2013,South,53,3,183
Office Supplies,29/11/2013,South,316,6,1263
Office Supplies,29/11/2013,South,56,3,1126
Technology,29/11/2013,South,6,6,102
Office Supplies,29/11/2013,East,3,2,7
Office Supplies,29/11/2013,South,-6,6,7
Furniture,29/11/2013,East,-25,7,348
Office Supplies,29/11/2013,East,-5,2,7
Office Supplies,29/11/2013,East,3,8,13
Office Supplies,29/11/2013,East,-8,2,33
Technology,29/11/2013,East,-74,3,340
Technology,30/11/2013,Central,17,2,58
Furniture,30/11/2013,Central,-303,4,242
Technology,1/12/2013,South,3,1,36
Furniture,1/12/2013,Central,35,3,390
Office Supplies,1/12/2013,Central,6,2,14
Office Supplies,1/12/2013,Central,17,4,33
Office Supplies,1/12/2013,Central,25,7,497
Furniture,2/12/2013,West,2,2,32
Office Supplies,2/12/2013,West,11,3,23
Office Supplies,2/12/2013,West,23,1,48
Office Supplies,2/12/2013,West,223,3,1113
Technology,2/12/2013,South,86,9,864
Furniture,2/12/2013,Central,-1,2,85
Furniture,2/12/2013,Central,-18,5,248
Office Supplies,2/12/2013,Central,-31,4,12
Office Supplies,2/12/2013,South,695,7,2105
Office Supplies,2/12/2013,South,12,5,41
Office Supplies,2/12/2013,Central,12,4,24
Furniture,2/12/2013,East,150,4,752
Furniture,2/12/2013,East,52,2,173
Furniture,2/12/2013,West,4,2,17
Office Supplies,2/12/2013,East,41,6,88
Office Supplies,2/12/2013,West,7,8,23
Technology,2/12/2013,East,45,3,180
Furniture,2/12/2013,East,49,5,111
Furniture,2/12/2013,East,-47,3,366
Office Supplies,2/12/2013,East,298,3,902
Office Supplies,2/12/2013,South,0,2,5
Technology,2/12/2013,East,36,3,138
Furniture,2/12/2013,Central,5,3,17
Furniture,3/12/2013,Central,-138,10,782
Office Supplies,3/12/2013,Central,10,9,31
Office Supplies,3/12/2013,Central,54,8,116
Furniture,3/12/2013,West,6,3,15
Office Supplies,3/12/2013,East,135,3,415
Office Supplies,3/12/2013,East,11,3,35
Office Supplies,3/12/2013,East,27,1,55
Office Supplies,3/12/2013,West,27,3,60
Office Supplies,3/12/2013,West,9,2,25
Office Supplies,3/12/2013,West,34,3,104
Furniture,3/12/2013,East,24,6,72
Office Supplies,3/12/2013,West,20,7,40
Office Supplies,3/12/2013,West,12,4,26
Office Supplies,3/12/2013,West,9,3,34
Office Supplies,3/12/2013,East,582,5,2079
